HSCode,Commodity,Value,Date
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,789.19,2/1/2016
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.26,2/1/2016
17,SUGARS AND SUGAR CONFECTIONERY.,48.81,2/1/2016
18,COCOA AND COCOA PREPARATIONS.,20.77,2/1/2016
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",4.52,2/1/2016
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",7.05,2/1/2016
21,MISCELLANEOUS EDIBLE PREPARATIONS.,11.43,2/1/2016
22,"BEVERAGES, SPIRITS AND VINEGAR.",36.15,2/1/2016
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,30.02,2/1/2016
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,1.54,2/1/2016
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",151.28,2/1/2016
26,"ORES, SLAG AND ASH.",373.37,2/1/2016
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","6,039.73",2/1/2016
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",381.45,2/1/2016
29,ORGANIC CHEMICALS,"1,074.75",2/1/2016
30,PHARMACEUTICAL PRODUCTS,121.18,2/1/2016
31,FERTILISERS.,140.27,2/1/2016
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",117.53,2/1/2016
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",51.37,2/1/2016
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",44.77,2/1/2016
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,26.86,2/1/2016
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.86,2/1/2016
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,14.56,2/1/2016
38,MISCELLANEOUS CHEMICAL PRODUCTS.,316.67,2/1/2016
39,PLASTIC AND ARTICLES THEREOF.,794.17,2/1/2016
40,RUBBER AND ARTICLES THEREOF.,201.55,2/1/2016
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,48.47,2/1/2016
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",29.3,2/1/2016
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.01,2/1/2016
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,161.33,2/1/2016
45,CORK AND ARTICLES OF CORK.,0.42,2/1/2016
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.1,2/1/2016
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,114.42,2/1/2016
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",183.38,2/1/2016
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",20.84,2/1/2016
50,SILK,14.6,2/1/2016
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",20.25,2/1/2016
52,COTTON.,30.05,2/1/2016
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,28.11,2/1/2016
54,MAN-MADE FILAMENTS.,56.78,2/1/2016
55,MAN-MADE STAPLE FIBRES.,51.01,2/1/2016
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",20.6,2/1/2016
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,7.73,2/1/2016
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,15.34,2/1/2016
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",57.49,2/1/2016
60,KNITTED OR CROCHETED FABRICS.,46.16,2/1/2016
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",18.15,2/1/2016
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",30.67,2/1/2016
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,34.17,2/1/2016
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",46.2,2/1/2016
65,HEADGEAR AND PARTS THEREOF.,1.15,2/1/2016
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",2.97,2/1/2016
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,1.05,2/1/2016
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",60.89,2/1/2016
69,CERAMIC PRODUCTS.,43.81,2/1/2016
70,GLASS AND GLASSWARE.,76.92,2/1/2016
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","3,567.63",2/1/2016
72,IRON AND STEEL,788.67,2/1/2016
73,ARTICLES OF IRON OR STEEL,295.74,2/1/2016
74,COPPER AND ARTICLES THEREOF.,231.64,2/1/2016
75,NICKEL AND ARTICLES THEREOF.,32.25,2/1/2016
76,ALUMINIUM AND ARTICLES THEREOF.,233.82,2/1/2016
78,LEAD AND ARTICLES THEREOF.,39.59,2/1/2016
79,ZINC AND ARTICLES THEREOF.,34.87,2/1/2016
80,TIN AND ARTICLES THEREOF.,17.9,2/1/2016
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,16.06,2/1/2016
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",68.49,2/1/2016
83,MISCELLANEOUS ARTICLES OF BASE METAL.,65.66,2/1/2016
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","3,540.36",2/1/2016
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.","2,823.18",2/1/2016
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",46.56,2/1/2016
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",363.97,2/1/2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",370.4,2/1/2016
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",702.8,2/1/2016
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",548.39,2/1/2016
91,CLOCKS AND WATCHES AND PARTS THEREOF.,17.66,2/1/2016
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,3.24,2/1/2016
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.72,2/1/2016
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",138.76,2/1/2016
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",48.46,2/1/2016
96,MISCELLANEOUS MANUFACTURED ARTICLES.,36.66,2/1/2016
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,1.89,2/1/2016
98,PROJECT GOODS; SOME SPECIAL USES.,261.23,2/1/2016
99,MISCELLANEOUS GOODS.,516.68,2/1/2016
1,LIVE ANIMALS.,0.35,3/1/2016
2,MEAT AND EDIBLE MEAT OFFAL.,0.1,3/1/2016
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",6.61,3/1/2016
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",3.29,3/1/2016
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",3.26,3/1/2016
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,1.51,3/1/2016
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,210.19,3/1/2016
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,147.19,3/1/2016
9,"COFFEE, TEA, MATE AND SPICES.",62.44,3/1/2016
10,CEREALS.,32.54,3/1/2016
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,5.08,3/1/2016
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",20.43,3/1/2016
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",19.32,3/1/2016
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.26,3/1/2016
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,830.74,3/1/2016
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.2,3/1/2016
17,SUGARS AND SUGAR CONFECTIONERY.,75.87,3/1/2016
18,COCOA AND COCOA PREPARATIONS.,16.59,3/1/2016
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",3.86,3/1/2016
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",9.98,3/1/2016
21,MISCELLANEOUS EDIBLE PREPARATIONS.,14.05,3/1/2016
22,"BEVERAGES, SPIRITS AND VINEGAR.",46.92,3/1/2016
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,44.34,3/1/2016
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,2.94,3/1/2016
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",197.21,3/1/2016
26,"ORES, SLAG AND ASH.",212.35,3/1/2016
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","5,802.35",3/1/2016
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",384.68,3/1/2016
29,ORGANIC CHEMICALS,"1,174.44",3/1/2016
30,PHARMACEUTICAL PRODUCTS,156.09,3/1/2016
31,FERTILISERS.,122.76,3/1/2016
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",133.22,3/1/2016
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",53.2,3/1/2016
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",55.46,3/1/2016
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,30.43,3/1/2016
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.77,3/1/2016
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,17.91,3/1/2016
38,MISCELLANEOUS CHEMICAL PRODUCTS.,327.28,3/1/2016
39,PLASTIC AND ARTICLES THEREOF.,929.16,3/1/2016
40,RUBBER AND ARTICLES THEREOF.,206.04,3/1/2016
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,61.18,3/1/2016
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",19.93,3/1/2016
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.37,3/1/2016
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,183.83,3/1/2016
45,CORK AND ARTICLES OF CORK.,0.57,3/1/2016
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.08,3/1/2016
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,146.66,3/1/2016
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",227.4,3/1/2016
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",26.03,3/1/2016
50,SILK,19.21,3/1/2016
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",32.67,3/1/2016
52,COTTON.,46.54,3/1/2016
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,22.23,3/1/2016
54,MAN-MADE FILAMENTS.,58.5,3/1/2016
55,MAN-MADE STAPLE FIBRES.,46.67,3/1/2016
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",23,3/1/2016
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,8.14,3/1/2016
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,15.5,3/1/2016
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",49.35,3/1/2016
60,KNITTED OR CROCHETED FABRICS.,37.16,3/1/2016
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",17.52,3/1/2016
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",26.58,3/1/2016
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,31.99,3/1/2016
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",30.5,3/1/2016
65,HEADGEAR AND PARTS THEREOF.,1.06,3/1/2016
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",2.64,3/1/2016
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.7,3/1/2016
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",51.58,3/1/2016
69,CERAMIC PRODUCTS.,32.91,3/1/2016
70,GLASS AND GLASSWARE.,74,3/1/2016
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.","3,162.86",3/1/2016
72,IRON AND STEEL,868.96,3/1/2016
73,ARTICLES OF IRON OR STEEL,286.29,3/1/2016
74,COPPER AND ARTICLES THEREOF.,273.65,3/1/2016
75,NICKEL AND ARTICLES THEREOF.,40.46,3/1/2016
76,ALUMINIUM AND ARTICLES THEREOF.,244.3,3/1/2016
78,LEAD AND ARTICLES THEREOF.,48.09,3/1/2016
79,ZINC AND ARTICLES THEREOF.,77.9,3/1/2016
80,TIN AND ARTICLES THEREOF.,13.05,3/1/2016
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,18.65,3/1/2016
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",74.07,3/1/2016
83,MISCELLANEOUS ARTICLES OF BASE METAL.,55.95,3/1/2016
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.","2,711.65",3/1/2016
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.","3,192.57",3/1/2016
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",34.58,3/1/2016
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",379.82,3/1/2016
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",551.67,3/1/2016
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",429.58,3/1/2016
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",687.93,3/1/2016
91,CLOCKS AND WATCHES AND PARTS THEREOF.,16.36,3/1/2016
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2.81,3/1/2016
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,1.05,3/1/2016
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",103.99,3/1/2016
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",36.37,3/1/2016
96,MISCELLANEOUS MANUFACTURED ARTICLES.,30.1,3/1/2016
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2.29,3/1/2016
98,PROJECT GOODS; SOME SPECIAL USES.,212.81,3/1/2016
99,MISCELLANEOUS GOODS.,"1,095.16",3/1/2016
1,LIVE ANIMALS.,0.54,4/1/2016
2,MEAT AND EDIBLE MEAT OFFAL.,0.24,4/1/2016
3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",3.37,4/1/2016
4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",2.6,4/1/2016
5,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",1.62,4/1/2016
6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2.13,4/1/2016
7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,224.92,4/1/2016
8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,138.14,4/1/2016
9,"COFFEE, TEA, MATE AND SPICES.",60.57,4/1/2016
10,CEREALS.,2.01,4/1/2016
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,3.35,4/1/2016
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",17.79,4/1/2016
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",15.24,4/1/2016
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.46,4/1/2016
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,746.21,4/1/2016
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.13,4/1/2016
17,SUGARS AND SUGAR CONFECTIONERY.,4.42,4/1/2016
18,COCOA AND COCOA PREPARATIONS.,11.4,4/1/2016
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",2.75,4/1/2016
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",5.58,4/1/2016
21,MISCELLANEOUS EDIBLE PREPARATIONS.,10.42,4/1/2016
22,"BEVERAGES, SPIRITS AND VINEGAR.",35.25,4/1/2016
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,39.31,4/1/2016
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,2.33,4/1/2016
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",179.49,4/1/2016
26,"ORES, SLAG AND ASH.",521.5,4/1/2016
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.","6,797.49",4/1/2016
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",352.75,4/1/2016
29,ORGANIC CHEMICALS,"1,132.97",4/1/2016
30,PHARMACEUTICAL PRODUCTS,117.31,4/1/2016
31,FERTILISERS.,208.99,4/1/2016
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",105.99,4/1/2016
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",41.42,4/1/2016
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",46.09,4/1/2016
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,21.96,4/1/2016
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.19,4/1/2016
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,13.55,4/1/2016
38,MISCELLANEOUS CHEMICAL PRODUCTS.,311.63,4/1/2016
39,PLASTIC AND ARTICLES THEREOF.,868.46,4/1/2016
40,RUBBER AND ARTICLES THEREOF.,180.65,4/1/2016
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,51.08,4/1/2016
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",17.91,4/1/2016
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.19,4/1/2016
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,154.98,4/1/2016
45,CORK AND ARTICLES OF CORK.,0.42,4/1/2016
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.21,4/1/2016
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,138.18,4/1/2016
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",184.62,4/1/2016
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",21.25,4/1/2016
50,SILK,10.69,4/1/2016
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",25.11,4/1/2016
52,COTTON.,57.57,4/1/2016
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,30.19,4/1/2016
54,MAN-MADE FILAMENTS.,50.51,4/1/2016
55,MAN-MADE STAPLE FIBRES.,41.35,4/1/2016
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",20.89,4/1/2016
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,6.05,4/1/2016
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,14.69,4/1/2016
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",48.94,4/1/2016
60,KNITTED OR CROCHETED FABRICS.,31.15,4/1/2016
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",14.44,4/1/2016
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",21.01,4/1/2016
